age,income,capital,expenses,emi,liquidity_need,dependents,goal,confidence,knowledge,comfort_with_negatives,market_awareness,experience,portfolio_risk,profile_score,utility_A,weight_equity,weight_debt,weight_gold,weight_real_estate,weight_crypto,weight_cash
25,52199,1984685,32815,9514,107702,1,growth,5.075466797321285,9.564653374198738,6.358140741988417,3.1728585436611123,1.9325019449900593,0.6126964620568799,0.75,5.419,0.19271785225582483,0.14552781167356438,0.15981025637880705,0.16746882488755774,0.2019534476913394,0.13252180711290656
52,108918,242382,68680,16761,70694,1,growth,1.069327119836071,3.740797025181047,1.0211077376741318,5.945864708644882,7.887173514003121,0.6038060727528181,0.55,6.33,0.18766327425856094,0.14967245340957347,0.1613941100884256,0.16759481696386816,0.19487323349638921,0.1388021117831827
33,84198,242763,58974,19699,122086,2,retirement,0.3315953420955309,6.694472396198506,8.706314546959952,7.895078674000398,3.1399990976637717,0.6018874401680288,0.44999999999999996,6.526,0.1865734624579369,0.15056352107754448,0.16171977639501828,0.1676041689436633,0.19336218995147933,0.1401768811743577
35,66299,505904,26889,7749,87972,1,income,6.62515053800675,8.122623266032068,6.967942808752239,4.498548937147512,5.809974372274242,0.6090718721086131,0.525,5.791,0.19065626188165524,0.14722059830938222,0.16047082184289244,0.16753664955957412,0.19905121047163152,0.13506445793486446
53,107768,1177514,47377,21774,69646,1,growth,2.355233280167904,4.063853549523887,7.079723700202405,4.702147659202866,3.74537956299152,0.6071784125266148,0.65,5.985,0.18957974650471116,0.148103264250126,0.16080778373451388,0.1675630606460121,0.19754368739556552,0.13640245746907131
27,38741,1667250,27412,6557,119421,2,retirement,6.915993557016122,1.9231748545034721,7.859008946581638,9.385641633449982,7.22270054063744,0.6090523628659029,0.55,5.793,0.19064516837858722,0.1472296986526073,0.16047432213859292,0.16753695320721027,0.19903564774829932,0.13507820987470298
45,112116,1179913,47053,31730,94235,1,income,6.704663790067507,0.16343588747658733,0.3017288223108472,8.127418740003426,0.6460955809973201,0.6025435152766648,0.625,6.459,0.18694607724251155,0.15025896190815158,0.1616090615204043,0.1676016810752831,0.19387821772802455,0.13970600052562487
52,88167,2051588,49035,10938,80971,2,income,8.014743826161542,6.162373971346101,5.111393935969973,4.233507934636599,1.6697047670735843,0.6065728414365043,0.6,6.047,0.18923552265658275,0.1483853180519941,0.16091437494624142,0.16757020384344098,0.19706278644513575,0.1368317940566051
58,91687,439670,47563,13252,59859,0,retirement,4.379907244641473,0.7949538089767461,8.616003183339869,0.6468454899405185,1.5735884185916171,0.5930251994129009,0.35,7.429,0.1815453770398231,0.154662547969495,0.1631492838802072,0.16756572019676844,0.18645979392964038,0.14661727698406596
50,114178,1521077,72378,23720,72573,1,retirement,5.721877007301841,7.244960335386002,9.282608999818839,8.089389838574201,8.289454635535137,0.6143694683113933,0.6,5.247,0.19366976070925832,0.14474512602048725,0.15949848825895835,0.1674298477578571,0.20330035039708597,0.13135642685635296
30,33238,210953,15336,7914,95714,0,growth,5.671518048745822,4.091824480103252,3.3282993496913074,0.9031811287600411,4.539153902155304,0.6016915541334417,0.55,6.546,0.18646221930360232,0.1506544254879013,0.16175270249639906,0.16760476879964742,0.1932082535495514,0.14031763036289846
56,93945,649711,58482,11324,71369,1,growth,7.937439042944369,3.2209788489623445,4.771323265449742,3.1312136968693673,0.08453565355861392,0.6017503219921676,0.5499999999999999,6.54,0.18649559295541174,0.15062715459967307,0.16174283061566175,0.1676045957372664,0.19325442954778402,0.14027539654420298
35,81692,1754608,46152,14715,79652,0,income,3.2783443339590157,0.4877881615523516,2.5294156946383115,9.755439247666217,7.2799788688849,0.6083498767792104,0.6749999999999999,5.865,0.19024573741943226,0.14755730242248674,0.16059996624574333,0.16754744943146155,0.19847568349459901,0.13557386098627716
47,102797,2203670,64931,14718,86068,1,income,6.7119666549709205,4.043015879827211,2.740825035063711,9.758055733644074,3.195447097239381,0.6111092935908802,0.7000000000000001,5.582,0.19181497451455587,0.14626956178929928,0.16010201935228235,0.16750132019440833,0.20067992642584287,0.13363219772361132
29,41745,1862143,23439,4678,122542,2,retirement,1.4449693437736155,3.7331838412270324,3.10217912592662,5.5506523694725685,1.3198222931089887,0.5985253678188784,0.55,6.869,0.18466477558248673,0.15212189762344033,0.16227657903741516,0.16760535816558678,0.1907287301449351,0.14260265944613582
36,112346,826205,49182,33659,110804,3,income,3.2519041552928227,8.525494499480462,3.0148565660347493,0.39680323577789833,9.884707299406653,0.6081254090410307,0.625,5.888,0.19011811519299887,0.14766194975835334,0.16063995203576037,0.16755062391343528,0.19829692684882122,0.13573243225063103
41,105722,495126,71660,29623,104012,2,growth,2.178099126570988,3.385954478878994,3.1381771225739117,8.679467791996993,0.8415670539432374,0.602337903641487,0.6,6.48,0.1868292958954317,0.1503544255179923,0.1616438314893683,0.16760254011884376,0.19371642129597105,0.13985348568239286
36,130891,1077938,70779,29552,106964,3,income,2.5229627095998852,5.704993318342516,0.24602768165228772,2.065239808799352,7.069393419244179,0.6054881499232846,0.675,6.158,0.18861904197920454,0.1488902310373075,0.1611038728607246,0.16758142122060954,0.19620290041984992,0.13760253248230384
51,102572,712708,56682,11574,82037,2,retirement,8.014000034703905,6.077049016107616,2.8746965065619867,2.976437265915044,0.9590560951369842,0.5991923347075773,0.45,6.801,0.1850433121103284,0.15181306329062733,0.16216752683888952,0.1676066587367954,0.1912497025080395,0.14211973651531976
48,89469,262273,55345,21642,100737,2,retirement,5.086380090062984,2.6168846911858434,4.612900000546984,3.0554356876954847,6.428644138532351,0.5977404366590109,0.4,6.949,0.1842193599001772,0.15248515101376797,0.16240402646195023,0.16760285473117154,0.19011653398416628,0.14317207390876657
53,101606,568280,62726,16892,75173,2,growth,6.540322183943469,4.42247565194892,3.425672621382718,8.834038325166256,6.282514897026481,0.6098228010222343,0.6,5.714,0.19108328611445216,0.14687022679574877,0.16033564287479632,0.16752446259727724,0.19965070924773956,0.13453567236998598
57,80121,1122852,24154,9953,63447,0,retirement,7.489516633731764,0.8359198905599063,5.0391329107740095,0.048452504144581576,5.016346968127334,0.5975245312970489,0.45,6.971,0.18409685636004303,0.15258502968602522,0.1624389132078569,0.1676019817687162,0.18994831567145384,0.14332890330590486
26,58969,171268,30981,13896,99056,0,income,1.4422887182759725,3.884268136232387,5.997121507201186,7.526947007562423,8.854628653574954,0.6071198181535873,0.525,5.991,0.18954643827323278,0.14813056063723792,0.16081812231391743,0.16756377940415876,0.19749712975545247,0.1364439696160006
41,137069,1599210,66986,28045,109134,3,growth,5.625120715757735,1.7379182624428668,4.085121475374821,3.8145331253168635,0.5577516463852517,0.6073053601414591,0.75,5.972,0.18965191154780212,0.14804412147783597,0.1607853663679546,0.16756148313883656,0.19764457610116667,0.1363125413664041
57,68225,358772,26631,19535,63791,0,income,5.440956362744086,5.72291557262947,0.897853349951041,7.321529091593165,4.995383330320688,0.5986823199366166,0.375,6.853,0.1847538486631563,0.15204923628876374,0.16225097930546273,0.16760573257094383,0.19085126193409074,0.14248894123758254
43,134828,511406,93434,29228,113231,3,retirement,4.257575528692406,9.241258881864253,6.26716551901561,3.1419220599387176,7.640934112887124,0.6060940958533008,0.5,6.096,0.1889634150066782,0.14860821671426427,0.16099823866071233,0.16757540430618062,0.19668302543081123,0.13717169988135336
30,41173,820631,25747,7542,107991,1,retirement,4.00611960891886,1.1231440527998493,8.437061084118405,9.354129347656428,8.658414915797586,0.6043343331632445,0.45,6.276,0.18796340382380722,0.14942689601492257,0.161303435442423,0.1675911334104252,0.19529032224336926,0.13842480906505283
38,90221,1752428,53428,21212,91935,1,growth,2.921875945166623,3.073758601033619,3.757646547488461,2.2357650101272775,6.90978339396653,0.6086035866176869,0.7499999999999999,5.839,0.1903899908339261,0.14743900308255312,0.16055467709679638,0.16754375680833497,0.1986778267679436,0.13539474541044594
59,72727,231508,22452,20001,58045,0,growth,9.743380173712444,1.2198149491440624,4.25534622235619,8.246689890280512,2.388730708450164,0.606484918389638,0.5,6.056,0.18918554761202588,0.1484262596459894,0.16092980351121003,0.16757118848755367,0.1969930141361762,0.13689418660704494
32,64417,989021,34724,12732,96796,0,growth,7.055249975742857,6.559437561276633,0.6693066695594019,7.622601486713957,2.9002686798081436,0.6064458400583497,0.6,6.06,0.1891633359128476,0.14844445576524673,0.16093665703817,0.16757162185263116,0.19696200714826514,0.1369219222828394
45,114800,1287602,55694,22676,111176,3,retirement,2.779533287989789,9.253219501453213,7.3338749721507845,9.765651957311714,8.35653444835611,0.6122389799269895,0.5499999999999999,5.466,0.19245758893058407,0.14574169058922543,0.1598947541461437,0.16747863857062342,0.2015859441343422,0.1328413836290813
48,89226,749293,45726,20974,93321,1,retirement,1.1874270465099934,2.4433645795071115,4.713928107104622,4.761759622524063,9.839735809908095,0.5998590910974677,0.45,6.733,0.18542178375731658,0.15150416892442603,0.1620578130460451,0.1676071992744849,0.19177122827896534,0.1416378067187621
47,116464,1553586,76379,34051,97882,2,retirement,1.098805838057122,5.783562274836928,3.2377066189909764,1.186962238131144,2.663974761900274,0.59969242194647,0.6,6.75,0.18532717210864558,0.15158139797238288,0.16208530342725352,0.16760713538061828,0.19164079511540716,0.14175819599569264
50,88363,2441250,57788,20931,81454,2,retirement,5.87183064685735,2.457605203947817,0.4079511830230087,2.918282697673172,4.74291004457695,0.6001433781045492,0.575,6.704,0.1855831702362072,0.15137241707419347,0.16201082251254734,0.16760719867280824,0.19199381128813517,0.14143258021610858
34,70363,2195320,39603,11519,124563,2,retirement,3.481490497785896,6.387640151027205,5.527445426410484,7.9698278912678635,4.557962505227731,0.609003588747038,0.6249999999999999,5.798,0.1906174341908429,0.1472524494581063,0.16048307047230956,0.16753770946870739,0.19899674286607194,0.13511259354396193
43,109890,1632912,56351,18180,96417,2,growth,8.113741763979437,3.754459676243612,6.083274936835036,2.935730597764988,8.932402249005836,0.6153509891240649,0.75,5.146,0.19422831631822796,0.14428555478249588,0.15931356312377068,0.16740472028722972,0.20409271079984462,0.13067513468843123
28,45892,1650510,13937,7827,96146,0,income,6.941515959362631,9.847410519809696,4.600425237209257,9.222181241337362,4.438202170942196,0.613338650990316,0.625,5.353,0.19308322196301367,0.14522747377883582,0.1596910957952933,0.16745443725015682,0.2024699130232691,0.13207385818943126
44,119441,888089,57453,34078,86832,1,growth,8.866048746881836,2.0062143005890762,5.601019089343051,4.040737484472966,5.276906035889926,0.609393741121257,0.65,5.758,0.19083929040949235,0.14707044098718242,0.1604129876262043,0.1675315450839185,0.19930805889309525,0.13483767700010713
46,85161,2442650,42836,22777,97911,2,growth,3.85822867031014,7.6032399278585014,8.00861821746299,9.622467247643659,1.3084381470684059,0.6143208610036526,0.725,5.252,0.19364210133277387,0.14476787777366215,0.15950760746010198,0.16743104866654243,0.20326115229487673,0.13139021247204272
47,83185,843279,52234,9770,85856,1,retirement,5.9227717246609775,7.052423798180171,6.708639697635639,0.06822380664792016,9.710854757599162,0.6035418863172167,0.45,6.357,0.18751318862804478,0.14979522313440738,0.1614392938114921,0.1675964794713248,0.19466481503071126,0.13899099992401975
54,100392,1024776,43430,15804,74433,1,retirement,2.527841289963061,9.376815284164143,4.773216397824274,1.0354465071023178,4.111831967730018,0.6014564652061317,0.5,6.57,0.18632871870451753,0.15076350526073654,0.16179213899333764,0.16760540194944443,0.19302359179812573,0.14048664329383828
50,100241,2475607,58480,16994,75398,2,income,5.997038891661837,3.833327731820264,3.433550248490512,7.981904898426182,1.0256456814933446,0.6086523725378978,0.7000000000000001,5.834,0.19041773001261952,0.14741625293710614,0.160545956968509,0.16754303402782791,0.19871670904340394,0.13536031701053347
37,137747,1906324,49327,34805,93007,1,growth,2.730080682143481,3.7070068363792963,9.0212846207823,5.129587060366706,5.184933058889223,0.6151275328930282,0.7999999999999999,5.169,0.19410114819098395,0.14439020700275812,0.15935579482909515,0.1674105879768935,0.20391217891067187,0.13083008308959726
56,86896,166261,45516,21477,71637,1,retirement,2.5125396402655054,7.336878005150504,6.92721770721258,9.020264338814028,5.705880551858058,0.6036005976343567,0.35,6.351,0.18754654217499564,0.14976794150588701,0.16142926184228926,0.16759612035514462,0.1947111229763276,0.13894901114535568
33,63712,1617877,42484,7481,116470,2,income,6.168027789553289,2.5709229306700987,7.812152006104585,8.732633677789279,5.819792491990562,0.6108559758846249,0.625,5.608,0.19167089022651188,0.14638787657978194,0.1601482242339256,0.16750610323930157,0.20047705230470877,0.13380985341577012
43,119867,1799483,59362,33420,88863,1,income,4.403030574464663,3.3590705664597778,9.793983456505854,4.797045454754116,6.946423319595114,0.6119371616190226,0.675,5.497,0.1922858919762634,0.14588275997431002,0.159950322915363,0.16748491462104678,0.2013436772960904,0.13305243321692636
54,81867,185277,57713,13926,76106,2,retirement,6.832012512203783,5.768099168087081,1.5160666200922401,7.827632924794242,4.882232281537146,0.5989569584655172,0.35,6.825,0.1849097182214235,0.1519220706601518,0.1622060914814721,0.1676062865091398,0.19106576656576585,0.14229006656204699
43,118316,822657,54100,18858,90941,1,retirement,0.16488771383752376,8.619076638455196,0.5737563390983458,3.4092324008406596,8.588516072033007,0.6016229894175806,0.5,6.553,0.1864232826164844,0.1506862410489739,0.16176421324287624,0.16760496323644047,0.1931543868880307,0.14036691296719433
56,81582,780893,25028,20431,63397,0,growth,3.863403294033917,9.706360447837755,6.543613069690947,7.904847032960992,3.807411030090523,0.6094522559551829,0.5499999999999999,5.752,0.1908725654153344,0.14704313933546515,0.16040245624983734,0.16753059789687588,0.19935477145272176,0.13479646964976535
31,67524,1610438,40811,9974,122797,2,growth,8.482150427762933,5.609455577908418,4.395127476159083,2.1883574611611687,7.039719158551197,0.6118495258787812,0.7000000000000001,5.506,0.1922360394790473,0.1459237155979227,0.15996643136532002,0.1674867073908002,0.20127336103825635,0.1331137451286533
37,95342,1597412,66717,13353,97191,2,retirement,0.2795104766037537,8.935685355657247,9.976358813530604,1.4296859884048285,9.874414062174,0.6095497760097907,0.5999999999999999,5.742,0.19092802175618684,0.14699763637634528,0.16038489297944936,0.16752900619346756,0.1994326344900651,0.13472780820448577
28,56104,2055586,31315,11291,98046,0,growth,9.648265842098699,4.771712822544664,9.266185672237112,7.303610759373194,5.524685804288303,0.6197835831537942,0.775,4.689,0.19675149308250606,0.1422066776738242,0.15845988598189192,0.1672703684417165,0.20769101615489935,0.12762055866516203
54,110586,793482,43656,32261,81146,2,income,3.0481731675891997,7.762963999966296,7.46113853506233,1.6409168316467693,8.448423571331956,0.6063774508767007,0.525,6.067,0.18912446460050156,0.14847629875708612,0.16094864535882755,0.16757237394122584,0.19690774925637589,0.13697046808598307
44,119603,251346,81105,13886,113692,3,retirement,5.2016452799365105,0.8131301810543212,6.586773303084046,8.54672066760515,6.5154158911088125,0.6046277458067025,0.45,6.246,0.1881301179606022,0.14929046536359894,0.16125288391163642,0.16758888047614334,0.1955221828475275,0.13821546944049168
59,64499,311657,36671,12313,58296,0,growth,5.673198929551832,6.375028459931865,8.086574219785598,3.4949198843590246,4.920745669704678,0.603727799179303,0.44999999999999996,6.338,0.18761880587462013,0.14970883026351794,0.1614075085424093,0.1675953220198208,0.19481147111114347,0.13885806218848837
53,109307,1284187,70221,13034,70962,1,retirement,4.838045088293842,7.381387576046339,2.4271321448506322,2.395052313238674,9.13694000848751,0.6034342441375637,0.5,6.368,0.18745203871292554,0.14984523865123361,0.16145767260184046,0.16759712251885056,0.19457992792979464,0.13906799958535515
33,87403,1951529,43894,15367,123592,2,retirement,5.680643974643994,6.1068554146313,4.364939290617814,3.8302016850990253,9.196368978405168,0.6089255471526458,0.5999999999999999,5.806,0.19057305821523,0.14728885058816216,0.1604970606568638,0.16753891099560167,0.19893450078031436,0.13516761876382807
29,45336,2395950,24956,13384,106384,1,income,8.85775800736167,4.35365975462788,4.329582481211086,6.182087518170639,1.9647854862606917,0.6084962525539058,0.65,5.85,0.19032896252130582,0.14748905309757612,0.16057384925851745,0.16754533255006374,0.1985922954876745,0.13547050708486247
25,41785,125277,13896,12324,100209,0,income,2.707433441336855,0.625598568024367,5.2081275621708825,5.361994871138036,5.9381384767515435,0.6017797052637405,0.475,6.537,0.18651227955506477,0.15061351901528391,0.16173789276262693,0.1676045069899694,0.19327751912955152,0.14025428254750344
38,133634,2422737,77924,19799,92205,1,income,6.493607238486519,2.9231344467221354,1.0640888425997341,2.1773940198919437,9.92242783180144,0.6109241808095538,0.75,5.601,0.19170968392106083,0.14635602266906195,0.16013579352196658,0.16750482633592825,0.20053166506904654,0.13376200848293598
36,133358,287182,53867,14437,100793,2,growth,5.224197713473918,5.758587379838657,1.002258009969601,9.255279110164036,2.603281271944012,0.6139513930016961,0.65,5.29,0.19343186547887214,0.1449407928809173,0.1595768036755555,0.16744004285398,0.2029633323835586,0.13164716272711646
41,120514,1727642,62997,13047,91549,1,growth,7.038621324269537,0.1835039798722904,1.6790992247204128,1.3528300067810861,3.699817117767592,0.6061918096431158,0.75,6.086,0.18901895139724553,0.14856272831926062,0.16098115073909813,0.16757437490147625,0.19676050568343323,0.13710228895948623
40,104317,1166034,49836,12150,93456,1,growth,9.610421545311887,3.9769995813377124,5.774863690584798,4.2445502214103445,5.809195454311695,0.6155452706836132,0.75,5.126,0.19433888383785483,0.14419455427396596,0.15927678246363258,0.16739954818666486,0.2042497396441674,0.13054049159371445
48,119391,2154487,72790,25835,101001,2,growth,8.286938529659826,2.3192303172675954,7.6520304664401975,8.980222885365926,3.01212566232988,0.6162250481017089,0.775,5.056,0.19472577032119634,0.14387606406029316,0.15914763011723748,0.1673809350103003,0.20479966608960892,0.13006993440136377
27,30052,2387241,19455,4297,116811,2,income,3.711775787026964,9.465093310113112,6.85570007142625,5.084271258413758,8.684783926510585,0.6132316385080097,0.65,5.364,0.19302233575415256,0.14527752977459077,0.1597109967271358,0.16745688439023626,0.20238380340421888,0.13214844994966563
48,81776,641255,36013,11637,101490,2,retirement,2.260163214565222,6.882356786378513,1.6069652656994993,2.121475509854678,6.823288874167488,0.5986234642361768,0.45,6.859,0.184720446660159,0.1520764846965421,0.1622605835067291,0.1676055971012069,0.19080530890605135,0.14253157912931147
52,104853,1775831,60913,23019,76141,2,retirement,1.9343270320248984,3.3430961048952677,8.028797966264067,9.88809512789782,0.32339550834416864,0.6035712422053704,0.55,6.354,0.18752986548575837,0.14978158235854394,0.16143427845981537,0.16759630065112352,0.19468796848396341,0.13897000456079553
27,44888,131837,29277,13279,106649,1,retirement,2.243926019512016,1.7901902931392322,3.37620666555271,7.765628246662125,8.925497022582512,0.598211429317249,0.4,6.901,0.18448661923633644,0.15226720975906824,0.16232766831893425,0.16760448308145162,0.19048375900896308,0.14283026059524634
31,76929,2232514,31966,20130,110422,1,retirement,2.798246660383086,1.5085238321253547,3.7573865445573884,7.506633959301202,4.144604592267603,0.6042560818781844,0.6249999999999999,6.284,0.18791894373942308,0.14946327635358672,0.16131689454415749,0.16759170928240902,0.19522851017451223,0.13848066590591154
60,67476,2162229,36789,12167,63169,0,retirement,7.700929496788659,8.981556684630284,6.415964915123482,3.558261879896917,2.101132198859186,0.6036201676650916,0.47500000000000003,6.349,0.18755765987408293,0.14975884756158503,0.16142591672742965,0.16759599933796274,0.19472655988172788,0.13893501661721167
52,97728,1727198,40099,20999,79740,2,retirement,6.895014823834387,0.8416363264782101,4.264611726212536,1.458857074983041,6.913627299885977,0.600045352525241,0.5,6.714,0.1855275211429782,0.15141784990040702,0.16202703969467458,0.1676072144891802,0.19191704723146347,0.1415033275412965
31,71114,886194,27381,19503,112223,1,retirement,1.9049085749671935,1.273170670522521,9.956741153384556,0.400849894457056,2.0350978481029047,0.597396940969003,0.49999999999999994,6.984,0.18402446511127463,0.15264404556793015,0.16245949535270165,0.16760142850840912,0.18984894152345783,0.14342162393622662
37,104071,358877,55127,18377,99615,2,growth,9.621599948318998,2.360219424541029,2.2327028441241605,9.114091824017676,4.444069316609548,0.6121221540574739,0.65,5.478,0.19239112876758274,0.14579629808547886,0.1599162800961443,0.1674810865703953,0.201492151225174,0.13292305525522485
48,83936,1220240,42681,18194,98615,2,income,4.022199938366903,4.907104384379072,1.0417386285487396,9.568550423533457,1.1197786683235988,0.6030819177101533,0.5750000000000001,6.404,0.18725189607919482,0.15000891839112668,0.16151770227563977,0.16759908829563383,0.19430221345611026,0.13932018150229453
52,92880,2353786,52776,16160,78291,2,income,3.318177885490483,9.35812841551257,4.021810159868432,9.374279213854976,6.495432668961525,0.610787768015859,0.6,5.615,0.1916320952327434,0.1464197304326679,0.16016064826404525,0.16750737215485662,0.20042244484453808,0.13385770907114866
51,96007,2494972,47598,20579,72062,1,retirement,0.6138245483146554,9.065210813415113,2.994784361904231,1.4247745789904465,0.4253466531160677,0.5972889742106847,0.5249999999999999,6.995,0.18396320937826613,0.15269398012895205,0.16247689200069831,0.16760093865269135,0.189764871728507,0.1435001081108851
37,94893,507868,39635,23425,93754,1,retirement,2.6409037966683915,3.1983559968713546,2.5456201313656877,5.223036056898987,9.21212532114388,0.6027001570460309,0.49999999999999994,6.443,0.18703504829685358,0.15018622489004138,0.16158252830868494,0.1676009779978357,0.19400152567571996,0.13959369483086445
52,97197,1264717,55284,18428,66156,1,retirement,8.87449765968229,8.79984277760457,7.840498886031373,7.311684597558742,7.184896471307603,0.6095302724661805,0.45,5.744,0.19091693068862753,0.1470067369884287,0.16038840673095237,0.1675293258399291,0.1994170610058302,0.13474153874623207
55,117938,2498344,72733,35081,74859,1,income,3.093211920162544,2.1115157830320355,6.010408028176749,8.164516064197738,8.125301417761424,0.6095887823953677,0.65,5.738,0.19095020358980477,0.1469794351223388,0.16037786383063377,0.16752836494195572,0.19946378277313873,0.13470034974212833
54,106403,1075248,72330,29321,75952,2,income,5.874762832657837,6.784042903045661,8.780151220990152,7.436506593788954,7.876351634759127,0.6120832101274296,0.5750000000000001,5.482,0.19236897448726054,0.14581450058793863,0.15992345107448913,0.16748189736050223,0.20146089034442977,0.13295028614537963
35,64907,2378043,34137,9238,98824,2,income,0.0302620058626224,9.219949897099925,2.4814013379016253,5.7897248787026125,4.7098883867424055,0.6066509915321983,0.65,6.039,0.18927994342720472,0.14834892515014395,0.1609006512195349,0.16756931747759157,0.19712481392644002,0.1367763487990849
47,91846,2140384,57694,27233,91136,1,income,6.428749784401132,1.1170527185393142,3.91330907457038,9.295819279222426,4.287213838111656,0.6081254090410307,0.65,5.888,0.19011811519299887,0.14766194975835334,0.16063995203576037,0.16755062391343528,0.19829692684882122,0.13573243225063103
57,82542,1450089,35561,13161,74063,1,income,3.3331468213667037,9.384794209449757,4.775122716904425,8.637177116107654,0.6582422155945467,0.6048526636166243,0.525,6.223,0.18825792004799832,0.14918586396872943,0.16121404237131398,0.16758705335232973,0.1957000123997658,0.13805510785986275
46,106699,692723,48630,26728,92100,1,income,1.053429688179729,4.420217813046041,6.593363995552501,5.186105131563541,4.140631256887556,0.6042854264994797,0.5750000000000001,6.281,0.1879356164172514,0.14944963378510376,0.16131184843280305,0.1675914945596463,0.19525168883968175,0.13845971796551382
31,87369,2099589,34586,23291,109242,1,retirement,3.3293682959961233,8.033664303698144,0.5030551425906826,5.2280430625746055,6.713815843585154,0.6067486742134813,0.6249999999999999,6.029,0.18933546740835752,0.14830343353601746,0.16088348406274966,0.16756819479485405,0.19720235839673894,0.1367070618012824
35,64374,274712,33543,8976,94440,1,income,5.883233467179042,5.87626328902788,7.686006731557811,1.6061088224770192,4.582328958453692,0.6038745594359614,0.475,6.323,0.187702183098714,0.14964062322673577,0.16138237906397557,0.16759436643249806,0.19492728163311523,0.13875316654496136
